# ln(P)                  Mass, $M/M_{\odot}$    Metallicity, $\log_{10}\left(Z_0\right)$ Mass of He core, $M_{He-core}/M_{\odot}$ $A_3^{\mathrm{surf}}$  $A_{-1}^{\mathrm{surf}}$
  -5.983573058841803e+01  1.400225221554838e+00 -2.039865973275266e+00  1.800197061405981e-01  1.588913742006173e-10 -8.897580071691035e-06
  -5.892032107971779e+01  1.400243101731722e+00 -2.038932544385232e+00  1.799882544514767e-01  1.607742507843741e-10 -8.978017792616474e-06
  -6.853154668934542e+01  1.400839922598413e+00 -1.991203530574109e+00  1.796170348177121e-01  1.475668212990022e-10 -8.648064794950176e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.279567501514433e+01  1.407821798867177e+00 -2.021181211629254e+00  1.858636468450736e-01  1.719176668667776e-10 -9.381897339801594e-06
  -6.279567501514433e+01  1.407821798867177e+00 -2.021181211629254e+00  1.858636468450736e-01  1.719176668667776e-10 -9.381897339801594e-06
  -6.018023296421645e+01  1.401387291232032e+00 -2.035926150594875e+00  1.798452992929700e-01  1.625097134817617e-10 -9.013406932729992e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.315109852863100e+01  1.409369954359675e+00 -2.021024732119610e+00  1.856057433670288e-01  1.574938325583545e-10 -8.816973365989606e-06
  -6.252204356872992e+01  1.409284974795492e+00 -2.020960245271243e+00  1.856117644770261e-01  1.575098216796810e-10 -8.820693478162941e-06
  -5.802708555242780e+01  1.403700637864933e+00 -2.021936320525854e+00  1.863599277918386e-01  1.563983632690312e-10 -8.829090980657485e-06
  -5.802708555242780e+01  1.403700637864933e+00 -2.021936320525854e+00  1.863599277918386e-01  1.563983632690312e-10 -8.829090980657485e-06
  -5.802708555242780e+01  1.403700637864933e+00 -2.021936320525854e+00  1.863599277918386e-01  1.563983632690312e-10 -8.829090980657485e-06
  -5.802708555242780e+01  1.403700637864933e+00 -2.021936320525854e+00  1.863599277918386e-01  1.563983632690312e-10 -8.829090980657485e-06
  -5.802708555242780e+01  1.403700637864933e+00 -2.021936320525854e+00  1.863599277918386e-01  1.563983632690312e-10 -8.829090980657485e-06
  -5.802708555242780e+01  1.403700637864933e+00 -2.021936320525854e+00  1.863599277918386e-01  1.563983632690312e-10 -8.829090980657485e-06
  -5.802708555242780e+01  1.403700637864933e+00 -2.021936320525854e+00  1.863599277918386e-01  1.563983632690312e-10 -8.829090980657485e-06
  -5.802708555242780e+01  1.403700637864933e+00 -2.021936320525854e+00  1.863599277918386e-01  1.563983632690312e-10 -8.829090980657485e-06
  -5.802708555242780e+01  1.403700637864933e+00 -2.021936320525854e+00  1.863599277918386e-01  1.563983632690312e-10 -8.829090980657485e-06
  -5.802708555242780e+01  1.403700637864933e+00 -2.021936320525854e+00  1.863599277918386e-01  1.563983632690312e-10 -8.829090980657485e-06
  -6.144557954018873e+01  1.400432283941690e+00 -1.999713362586477e+00  1.796239575263263e-01  1.689282904380894e-10 -9.252491394479312e-06
  -6.006149681147335e+01  1.400418336415603e+00 -2.040511945931542e+00  1.799700553898731e-01  1.657879183036537e-10 -9.127776452958028e-06
  -5.971417612311163e+01  1.400394447684134e+00 -2.039369088570380e+00  1.799602286575845e-01  1.656177784554041e-10 -9.127997812029604e-06
  -5.971417612311163e+01  1.400394447684134e+00 -2.039369088570380e+00  1.799602286575845e-01  1.656177784554041e-10 -9.127997812029604e-06
  -5.971417612311163e+01  1.400394447684134e+00 -2.039369088570380e+00  1.799602286575845e-01  1.656177784554041e-10 -9.127997812029604e-06
  -5.904655317378752e+01  1.400540553773745e+00 -2.040673151516271e+00  1.799677117088397e-01  1.620466744942808e-10 -9.013724682361330e-06
  -5.904655317378752e+01  1.400540553773745e+00 -2.040673151516271e+00  1.799677117088397e-01  1.620466744942808e-10 -9.013724682361330e-06
  -5.885216844169770e+01  1.400403742354881e+00 -2.042288463341757e+00  1.799905299172663e-01  1.624790096977940e-10 -9.035283829082064e-06
  -5.885216844169770e+01  1.400403742354881e+00 -2.042288463341757e+00  1.799905299172663e-01  1.624790096977940e-10 -9.035283829082064e-06
  -5.934948713400353e+01  1.400444041710257e+00 -2.041738235635451e+00  1.799850035647593e-01  1.632749914866675e-10 -9.051543677031087e-06
  -5.934948713400353e+01  1.400444041710257e+00 -2.041738235635451e+00  1.799850035647593e-01  1.632749914866675e-10 -9.051543677031087e-06
  -5.934948713400353e+01  1.400444041710257e+00 -2.041738235635451e+00  1.799850035647593e-01  1.632749914866675e-10 -9.051543677031087e-06
  -5.934948713400353e+01  1.400444041710257e+00 -2.041738235635451e+00  1.799850035647593e-01  1.632749914866675e-10 -9.051543677031087e-06
  -5.934948713400353e+01  1.400444041710257e+00 -2.041738235635451e+00  1.799850035647593e-01  1.632749914866675e-10 -9.051543677031087e-06
  -5.934948713400353e+01  1.400444041710257e+00 -2.041738235635451e+00  1.799850035647593e-01  1.632749914866675e-10 -9.051543677031087e-06
  -5.934948713400353e+01  1.400444041710257e+00 -2.041738235635451e+00  1.799850035647593e-01  1.632749914866675e-10 -9.051543677031087e-06
  -5.889209868778467e+01  1.406045655532155e+00 -2.018262692029984e+00  1.858261911314434e-01  1.582003922284721e-10 -8.970192771267157e-06
  -5.889209868778467e+01  1.406045655532155e+00 -2.018262692029984e+00  1.858261911314434e-01  1.582003922284721e-10 -8.970192771267157e-06
  -5.889209868778467e+01  1.406045655532155e+00 -2.018262692029984e+00  1.858261911314434e-01  1.582003922284721e-10 -8.970192771267157e-06
  -5.889209868778467e+01  1.406045655532155e+00 -2.018262692029984e+00  1.858261911314434e-01  1.582003922284721e-10 -8.970192771267157e-06
  -5.889209868778467e+01  1.406045655532155e+00 -2.018262692029984e+00  1.858261911314434e-01  1.582003922284721e-10 -8.970192771267157e-06
  -5.889209868778467e+01  1.406045655532155e+00 -2.018262692029984e+00  1.858261911314434e-01  1.582003922284721e-10 -8.970192771267157e-06
  -5.889209868778467e+01  1.406045655532155e+00 -2.018262692029984e+00  1.858261911314434e-01  1.582003922284721e-10 -8.970192771267157e-06
  -5.889209868778467e+01  1.406045655532155e+00 -2.018262692029984e+00  1.858261911314434e-01  1.582003922284721e-10 -8.970192771267157e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -5.857289569382486e+01  1.405973534960287e+00 -2.018447355018341e+00  1.858463919864649e-01  1.581328775143361e-10 -8.965656890963924e-06
  -6.065651477135981e+01  1.402043105399748e+00 -2.036172271194888e+00  1.797223544179100e-01  1.642805560439880e-10 -9.155041248856869e-06
  -6.052066826233083e+01  1.408324305544141e+00 -2.018604985729715e+00  1.855826509803155e-01  1.586001341841653e-10 -8.881366406654910e-06
  -6.052066826233083e+01  1.408324305544141e+00 -2.018604985729715e+00  1.855826509803155e-01  1.586001341841653e-10 -8.881366406654910e-06
  -6.052066826233083e+01  1.408324305544141e+00 -2.018604985729715e+00  1.855826509803155e-01  1.586001341841653e-10 -8.881366406654910e-06
  -6.052066826233083e+01  1.408324305544141e+00 -2.018604985729715e+00  1.855826509803155e-01  1.586001341841653e-10 -8.881366406654910e-06
  -6.052066826233083e+01  1.408324305544141e+00 -2.018604985729715e+00  1.855826509803155e-01  1.586001341841653e-10 -8.881366406654910e-06
  -6.052066826233083e+01  1.408324305544141e+00 -2.018604985729715e+00  1.855826509803155e-01  1.586001341841653e-10 -8.881366406654910e-06
  -6.052066826233083e+01  1.408324305544141e+00 -2.018604985729715e+00  1.855826509803155e-01  1.586001341841653e-10 -8.881366406654910e-06
  -6.052066826233083e+01  1.408324305544141e+00 -2.018604985729715e+00  1.855826509803155e-01  1.586001341841653e-10 -8.881366406654910e-06
  -6.015709788951045e+01  1.408653974720399e+00 -2.018378179128777e+00  1.855297538813074e-01  1.586060997924061e-10 -8.868176757566216e-06
  -6.015709788951045e+01  1.408653974720399e+00 -2.018378179128777e+00  1.855297538813074e-01  1.586060997924061e-10 -8.868176757566216e-06
  -6.015709788951045e+01  1.408653974720399e+00 -2.018378179128777e+00  1.855297538813074e-01  1.586060997924061e-10 -8.868176757566216e-06
  -6.039540626162474e+01  1.408514242127971e+00 -2.018266713574169e+00  1.855366326863907e-01  1.587383285076033e-10 -8.873649217161063e-06
  -6.039540626162474e+01  1.408514242127971e+00 -2.018266713574169e+00  1.855366326863907e-01  1.587383285076033e-10 -8.873649217161063e-06
  -6.039540626162474e+01  1.408514242127971e+00 -2.018266713574169e+00  1.855366326863907e-01  1.587383285076033e-10 -8.873649217161063e-06
  -6.039540626162474e+01  1.408514242127971e+00 -2.018266713574169e+00  1.855366326863907e-01  1.587383285076033e-10 -8.873649217161063e-06
  -6.062977719963095e+01  1.401492877485994e+00 -2.034661699125210e+00  1.797678045905663e-01  1.639924239821344e-10 -9.146153696419570e-06
  -6.275019573714663e+01  1.412132605104170e+00 -2.012189560481275e+00  1.847584407435711e-01  1.581007941829570e-10 -9.049347434160374e-06
  -6.366834263733815e+01  1.402083439393061e+00 -2.042148546943945e+00  1.797254045379757e-01  1.760389677345543e-10 -9.484057156509944e-06
  -6.342049617179389e+01  1.401964192134596e+00 -2.042942031525826e+00  1.797931589816003e-01  1.665329480223393e-10 -9.255734155538447e-06
  -6.239879486882015e+01  1.404748972013182e+00 -2.044077326229194e+00  1.795724183584384e-01  1.604995919977558e-10 -8.923397761498898e-06
  -6.067084535381027e+01  1.402627823041294e+00 -2.042924796627332e+00  1.797757096139575e-01  1.618671021217838e-10 -8.986538522871533e-06
  -6.131994592749662e+01  1.402738742612430e+00 -2.044460522163808e+00  1.796878662130461e-01  1.727131788863671e-10 -9.417400760159245e-06
  -6.131994592749662e+01  1.402738742612430e+00 -2.044460522163808e+00  1.796878662130461e-01  1.727131788863671e-10 -9.417400760159245e-06
  -6.158937624237728e+01  1.402935214697977e+00 -2.045692903102081e+00  1.796744761475369e-01  1.733611114631487e-10 -9.438736276053498e-06
  -6.158937624237728e+01  1.402935214697977e+00 -2.045692903102081e+00  1.796744761475369e-01  1.733611114631487e-10 -9.438736276053498e-06
  -6.190824279127946e+01  1.400718980739635e+00 -2.035803180695221e+00  1.799293580519397e-01  1.580459424579214e-10 -8.915212508068419e-06
  -6.193265390161217e+01  1.400359652537124e+00 -2.034146815290083e+00  1.799020847377154e-01  1.701154069922443e-10 -9.282655503353590e-06
  -6.193265390161217e+01  1.400359652537124e+00 -2.034146815290083e+00  1.799020847377154e-01  1.701154069922443e-10 -9.282655503353590e-06
  -6.195447647143168e+01  1.400357419829682e+00 -2.034272298528512e+00  1.799032145983289e-01  1.701581076049247e-10 -9.283991995537257e-06
  -6.195447647143168e+01  1.400357419829682e+00 -2.034272298528512e+00  1.799032145983289e-01  1.701581076049247e-10 -9.283991995537257e-06
  -6.195447647143168e+01  1.400357419829682e+00 -2.034272298528512e+00  1.799032145983289e-01  1.701581076049247e-10 -9.283991995537257e-06
  -6.051655498534900e+01  1.400076390448586e+00 -2.044192539506950e+00  1.800022712664394e-01  1.720075512915973e-10 -9.327666272623504e-06
  -6.051655498534900e+01  1.400076390448586e+00 -2.044192539506950e+00  1.800022712664394e-01  1.720075512915973e-10 -9.327666272623504e-06
  -6.051655498534900e+01  1.400076390448586e+00 -2.044192539506950e+00  1.800022712664394e-01  1.720075512915973e-10 -9.327666272623504e-06
  -6.051655498534900e+01  1.400076390448586e+00 -2.044192539506950e+00  1.800022712664394e-01  1.720075512915973e-10 -9.327666272623504e-06
  -6.251741118853428e+01  1.404848224579739e+00 -2.023490232279043e+00  1.793771305099691e-01  1.609024305242768e-10 -8.984957316027829e-06
  -6.251741118853428e+01  1.404848224579739e+00 -2.023490232279043e+00  1.793771305099691e-01  1.609024305242768e-10 -8.984957316027829e-06
  -6.252601222308719e+01  1.404863305517156e+00 -2.023513927617151e+00  1.793757033435130e-01  1.609072014982465e-10 -8.985071440456427e-06
  -6.252601222308719e+01  1.404863305517156e+00 -2.023513927617151e+00  1.793757033435130e-01  1.609072014982465e-10 -8.985071440456427e-06
  -6.252601222308719e+01  1.404863305517156e+00 -2.023513927617151e+00  1.793757033435130e-01  1.609072014982465e-10 -8.985071440456427e-06
  -6.444893088297337e+01  1.401938333122681e+00 -1.992753826855091e+00  1.795549961198160e-01  1.518225847659647e-10 -8.646510135376233e-06
  -6.444893088297337e+01  1.401938333122681e+00 -1.992753826855091e+00  1.795549961198160e-01  1.518225847659647e-10 -8.646510135376233e-06
  -6.071858250914485e+01  1.401493670479983e+00 -2.036509389140010e+00  1.798297776407579e-01  1.583532921575602e-10 -8.905087310324147e-06
  -6.285263925185455e+01  1.401229525305009e+00 -2.033992270794071e+00  1.798443414544943e-01  1.558207986224690e-10 -8.816132555691753e-06
  -5.982594019955887e+01  1.400214551551920e+00 -2.018865455828377e+00  1.798322239570778e-01  1.623529358697963e-10 -9.027476039237618e-06
  -6.091286216230668e+01  1.400225469977761e+00 -2.030176654079014e+00  1.799440792445665e-01  1.613474821024643e-10 -8.912867625559685e-06
  -6.091286216230668e+01  1.400225469977761e+00 -2.030176654079014e+00  1.799440792445665e-01  1.613474821024643e-10 -8.912867625559685e-06
  -6.091286216230668e+01  1.400225469977761e+00 -2.030176654079014e+00  1.799440792445665e-01  1.613474821024643e-10 -8.912867625559685e-06
  -6.011454531709688e+01  1.400276923735829e+00 -2.035630917164459e+00  1.799024717140384e-01  1.692880193406886e-10 -9.251559625484686e-06
  -6.395731579241684e+01  1.413411305724593e+00 -2.014222085415456e+00  1.847491680773481e-01  1.534130710821242e-10 -8.802378457952207e-06
  -6.395731579241684e+01  1.413411305724593e+00 -2.014222085415456e+00  1.847491680773481e-01  1.534130710821242e-10 -8.802378457952207e-06
  -6.635171984389247e+01  1.407678288350825e+00 -2.026935348311009e+00  1.861484065220995e-01  1.574492196595257e-10 -8.884121487057978e-06
  -5.964514949323208e+01  1.401634861197543e+00 -2.038976082698545e+00  1.798258027564620e-01  1.618227192045632e-10 -9.013488007099833e-06
  -5.964514949323208e+01  1.401634861197543e+00 -2.038976082698545e+00  1.798258027564620e-01  1.618227192045632e-10 -9.013488007099833e-06
  -6.129066249814326e+01  1.400048419990419e+00 -1.994104119514046e+00  1.797408237420766e-01  1.538207079267397e-10 -8.713150071140091e-06
  -6.129066249814326e+01  1.400048419990419e+00 -1.994104119514046e+00  1.797408237420766e-01  1.538207079267397e-10 -8.713150071140091e-06
  -6.109472626732273e+01  1.401923495020811e+00 -2.039288163815531e+00  1.797388680985222e-01  1.709309881671217e-10 -9.337501736858353e-06
  -6.366212116678226e+01  1.402037321169070e+00 -2.039338935503842e+00  1.796877487670931e-01  1.771826349103454e-10 -9.560315457683870e-06
  -6.366212116678226e+01  1.402037321169070e+00 -2.039338935503842e+00  1.796877487670931e-01  1.771826349103454e-10 -9.560315457683870e-06
  -6.298191296143752e+01  1.402060175538167e+00 -2.037556004622746e+00  1.796805035369387e-01  1.759460743413154e-10 -9.513834494391645e-06
  -6.644421922946070e+01  1.402575434892720e+00 -2.036102369690992e+00  1.795892819091325e-01  1.796015207941021e-10 -9.631610171035934e-06
  -6.556752331517181e+01  1.400158068039391e+00 -2.032884355269013e+00  1.798941564101614e-01  1.754038161282842e-10 -9.449125014775771e-06
  -6.216773021867033e+01  1.400324849443214e+00 -2.035184927350838e+00  1.799082200895487e-01  1.707027537779043e-10 -9.313110929868287e-06
  -6.389164682293151e+01  1.402247235951822e+00 -2.010071284354120e+00  1.794579692434968e-01  1.744065338014307e-10 -9.457800153407449e-06
  -6.299621370460858e+01  1.402497942498043e+00 -2.041999524771886e+00  1.796678434722970e-01  1.730268431931211e-10 -9.456800559940077e-06
  -6.105155716184446e+01  1.402103561150654e+00 -2.037899062216375e+00  1.797064124547192e-01  1.702361775521433e-10 -9.330379631630943e-06
  -6.136806020444117e+01  1.402036466545028e+00 -2.040456241590490e+00  1.797269821805562e-01  1.709438416375162e-10 -9.360581565218014e-06
  -6.178411349071416e+01  1.408216230754962e+00 -2.021569622088471e+00  1.858461434394489e-01  1.718597669021732e-10 -9.405942746727257e-06
  -6.178411349071416e+01  1.408216230754962e+00 -2.021569622088471e+00  1.858461434394489e-01  1.718597669021732e-10 -9.405942746727257e-06
  -6.178411349071416e+01  1.408216230754962e+00 -2.021569622088471e+00  1.858461434394489e-01  1.718597669021732e-10 -9.405942746727257e-06
  -6.178411349071416e+01  1.408216230754962e+00 -2.021569622088471e+00  1.858461434394489e-01  1.718597669021732e-10 -9.405942746727257e-06
  -6.126699862418360e+01  1.403904836932599e+00 -2.038302228953399e+00  1.795389284053779e-01  1.664003593479784e-10 -9.227017468000597e-06
  -6.126699862418360e+01  1.403904836932599e+00 -2.038302228953399e+00  1.795389284053779e-01  1.664003593479784e-10 -9.227017468000597e-06
  -6.126699862418360e+01  1.403904836932599e+00 -2.038302228953399e+00  1.795389284053779e-01  1.664003593479784e-10 -9.227017468000597e-06
  -6.116102629137734e+01  1.403770677247673e+00 -2.037627166345179e+00  1.795494660904354e-01  1.663432571264743e-10 -9.222046968731090e-06
  -6.089729850820399e+01  1.400249270904300e+00 -1.995124323489883e+00  1.796725702919712e-01  1.578673179586376e-10 -8.911732273293533e-06
  -6.160439706754552e+01  1.400123058718106e+00 -1.986424920053824e+00  1.796342483071775e-01  1.568478953034010e-10 -8.867069737114929e-06
  -6.160439706754552e+01  1.400123058718106e+00 -1.986424920053824e+00  1.796342483071775e-01  1.568478953034010e-10 -8.867069737114929e-06
  -6.160439706754552e+01  1.400123058718106e+00 -1.986424920053824e+00  1.796342483071775e-01  1.568478953034010e-10 -8.867069737114929e-06
  -6.160439706754552e+01  1.400123058718106e+00 -1.986424920053824e+00  1.796342483071775e-01  1.568478953034010e-10 -8.867069737114929e-06
  -6.160439706754552e+01  1.400123058718106e+00 -1.986424920053824e+00  1.796342483071775e-01  1.568478953034010e-10 -8.867069737114929e-06
  -6.228127948498722e+01  1.400066524143420e+00 -1.983376949324363e+00  1.796219791077908e-01  1.561441515088149e-10 -8.849431949965345e-06
  -6.133982051265424e+01  1.400263897650339e+00 -1.987882122674727e+00  1.796253566522079e-01  1.573229265355868e-10 -8.894151270175095e-06
  -6.133982051265424e+01  1.400263897650339e+00 -1.987882122674727e+00  1.796253566522079e-01  1.573229265355868e-10 -8.894151270175095e-06
  -6.133982051265424e+01  1.400263897650339e+00 -1.987882122674727e+00  1.796253566522079e-01  1.573229265355868e-10 -8.894151270175095e-06
  -6.501181770850833e+01  1.401239974524264e+00 -1.966640111643924e+00  1.794688393415299e-01  1.527061072707813e-10 -8.722914183479377e-06
  -6.628033436979378e+01  1.407462376817972e+00 -2.018962681549098e+00  1.856848685602179e-01  1.589351448495092e-10 -8.796474353196405e-06
  -6.051856282213988e+01  1.400235627345677e+00 -2.022871474325243e+00  1.797943595818161e-01  1.664512679260270e-10 -9.239661921377936e-06
  -6.019508628930875e+01  1.400089132396267e+00 -2.040945649864261e+00  1.800409006619621e-01  1.602584606044194e-10 -8.888060744427021e-06
  -6.084638574230992e+01  1.400021048120307e+00 -2.040179426953323e+00  1.800469306569739e-01  1.592966846628360e-10 -8.846990196072931e-06
  -6.084638574230992e+01  1.400021048120307e+00 -2.040179426953323e+00  1.800469306569739e-01  1.592966846628360e-10 -8.846990196072931e-06
  -6.010111727494336e+01  1.400024578374337e+00 -2.035171671931452e+00  1.799677990516532e-01  1.610159919304660e-10 -8.967173490795449e-06
  -6.010111727494336e+01  1.400024578374337e+00 -2.035171671931452e+00  1.799677990516532e-01  1.610159919304660e-10 -8.967173490795449e-06
  -6.133982051265423e+01  1.400263897650339e+00 -1.987882122674727e+00  1.796253566522079e-01  1.573229265355868e-10 -8.894151270175095e-06
  -6.147369630899266e+01  1.401143152181765e+00 -2.028688730104933e+00  1.797443292659681e-01  1.655732938708967e-10 -9.193558172205355e-06
